price,address,Diện tích,Mặt tiền,Lộ giới,Số tầng,Số phòng ngủ,Ngày đăng,Loại tin,id,Số toilet,Hướng
"8,7 tỷ VNĐ","Đường 23, Nam Hồng, Đông Anh", 90m2,4.0,20.0,,,08/11/2022,Tin thường,batdongsan_so_com_vn_1670468678.7847154,, Bắc
"29,9 tỷ VNĐ","Đường Huỳnh Thúc Kháng, Láng Hạ, Đống Đa", 70m2,6.0,1.0,8.0,8.0,08/11/2022,Tin thường,batdongsan_so_com_vn_1670468681.2942476,8.0,
"15,3 tỷ VNĐ","Đường TRần Quang Diệu, Quang trung, Đống Đa", 42m2,4.0,1.0,5.0,4.0,08/11/2022,Tin thường,batdongsan_so_com_vn_1670468689.722313,4.0,
"9,6 tỷ VNĐ","Đường Hoàng Quốc Việt, Nghĩa Tân, Cầu Giấy", 50m2,,1.0,6.0,,08/11/2022,Tin thường,batdongsan_so_com_vn_1670468692.3193128,,
"4,65 tỷ VNĐ","Ngọc Hồi, Hoàng Liệt", 60m2,,,,,08/11/2022,Tin thường,batdongsan_so_com_vn_1670468694.681099,,
3 tỷ VNĐ,"Đường An Sơn, Thanh Lương, Hai Bà Trưng", 32m2,3.0,3.0,5.0,4.0,08/11/2022,Tin thường,batdongsan_so_com_vn_1670468697.0849502,4.0,
"3,2 tỷ VNĐ","Đường Trương Định, Trương định, Hai Bà Trưng", 35m2,3.0,2.0,4.0,4.0,08/11/2022,Tin thường,batdongsan_so_com_vn_1670468699.5456705,3.0,
,"Đường Võ Văn Kiệt, Kim Chung, Đông Anh", 50m2,4.0,,,,08/11/2022,Tin thường,batdongsan_so_com_vn_1670468701.840725,,
"4,4 tỷ VNĐ","Đường Ngọc Thụy, Ngọc Thụy, Long Biên", 35m2,3.0,6.0,5.0,4.0,08/11/2022,Tin thường,batdongsan_so_com_vn_1670468705.2876794,5.0,
"4,4 tỷ VNĐ","Đường Ngọc Thụy, Ngọc Thụy, Long Biên", 35m2,3.0,6.0,5.0,4.0,08/11/2022,Tin thường,batdongsan_so_com_vn_1670468762.164245,5.0,
"3,35 tỷ VNĐ","Đường Ngọc Thụy, Ngọc Thụy, Long Biên", 60m2,4.0,,,,08/11/2022,Tin thường,batdongsan_so_com_vn_1670468764.0700316,,
"3,35 tỷ VNĐ","Đường Chùa Láng, Láng Thượng, Đống Đa", 33m2,4.0,3.0,2.0,,08/11/2022,Tin thường,batdongsan_so_com_vn_1670468766.4995973,,
"15,3 tỷ VNĐ","Đường Trần Quang Diệu, Ô Chợ Dừa, Đống Đa", 42m2,5.0,1.0,5.0,6.0,08/11/2022,Tin thường,batdongsan_so_com_vn_1670468768.7378936,4.0,
"2,6 tỷ VNĐ","Kim Quan, Việt Hưng, Long Biên", 30m2,3.0,,4.0,3.0,08/11/2022,Tin thường,batdongsan_so_com_vn_1670468770.50451,2.0, Tây bắc
35 triệu VNĐ/m2,khu Tái Định Cư Bắc Phú Cát - Thạch Hòa - Thạch Thất - Hà Nội sát cổng ĐHQGHN, 200m2,8.0,,,,08/11/2022,Tin thường,batdongsan_so_com_vn_1670468772.926544,, Nam
"2,345 triệu VNĐ","Đường Mỹ Đình, Mỹ Đình 1, Nam Từ Liêm", 55m2,5.0,3.0,6.0,9.0,08/11/2022,Tin thường,batdongsan_so_com_vn_1670468775.4984062,9.0,
"3,1 tỷ VNĐ",ngõ 136 Cầu Diễn, 42m2,4.0,3.0,1.0,1.0,08/11/2022,Tin thường,batdongsan_so_com_vn_1670468777.4932563,1.0,
"1,234 triệu VNĐ","Đường Miếu Đầm, Mễ Trì, Nam Từ Liêm", 36m2,3.0,3.0,5.0,3.0,08/11/2022,Tin thường,batdongsan_so_com_vn_1670468779.813733,3.0,
"3,48 tỷ VNĐ",Tân Mai, 32m2,,,5.0,,08/11/2022,Tin thường,batdongsan_so_com_vn_1670468781.6349242,,
"3,9 tỷ VNĐ",Nghĩa Tân, 23m2,3.0,,6.0,,08/11/2022,Tin thường,batdongsan_so_com_vn_1670468783.827752,,
"12,8 tỷ VNĐ","Đường Vạn Phúc, Vạn Phúc, Hà Đông", 75m2,5.0,12.0,4.0,4.0,08/11/2022,Tin thường,batdongsan_so_com_vn_1670468786.2419474,4.0,
"16,499999 tỷ VNĐ","Đường Phan Văn Trường, Dịch Vọng, Cầu Giấy", 65m2,6.0,6.0,5.0,4.0,08/11/2022,Tin thường,batdongsan_so_com_vn_1670468788.1392329,,
"2,3 tỷ VNĐ","Đường Bồ đề, Bồ Đề, Long Biên", 34m2,3.0,2.0,3.0,4.0,07/11/2022,Tin thường,batdongsan_so_com_vn_1670468791.8743258,4.0, Đông nam
"8,2 tỷ VNĐ","Đường , Đội Cấn, Ba Đình", 45m2,,3.0,4.0,4.0,07/11/2022,Tin thường,batdongsan_so_com_vn_1670468794.1853533,3.0,
"3,5 tỷ VNĐ",Nguyễn An Ninh - Hà Nội, 20m2,,,,,07/11/2022,Tin thường,batdongsan_so_com_vn_1670468796.0926554,,
17 tỷ VNĐ,Nguyễn Ngọc Nại Thanh Xuân Hà Nội, 78m2,5.0,,8.0,,07/11/2022,Tin thường,batdongsan_so_com_vn_1670468798.0067937,8.0,
3 tỷ VNĐ,"Đường Ngọc Trục, Đại Mỗ, Nam Từ Liêm", 35m2,4.0,3.0,5.0,4.0,07/11/2022,Tin thường,batdongsan_so_com_vn_1670468800.3688881,,
"3,3 tỷ VNĐ","Đường Ngô Gia Tự, Phường Đức Giang, Quận Long Biên, Hà Nội", 33m2,4.0,,4.0,3.0,07/11/2022,Tin thường,batdongsan_so_com_vn_1670468820.0541952,,
"5,5 tỷ VNĐ","Đường Hoàng Hoa Thám, Vĩnh Phúc, Ba Đình", 42m2,4.0,2.0,5.0,4.0,07/11/2022,Tin thường,batdongsan_so_com_vn_1670468873.5406566,3.0,
"7,35 tỷ VNĐ","Đường Láng Thượng, Láng Thượng, Đống Đa", 50m2,4.0,4.0,5.0,6.0,07/11/2022,Tin thường,batdongsan_so_com_vn_1670468875.3515527,,
19 tỷ VNĐ,Trần Quang Diệu Đống Đa Hà Nội, 65m2,5.0,,6.0,,07/11/2022,Tin thường,batdongsan_so_com_vn_1670468878.186369,,
"2,15 tỷ VNĐ",sài đồng long biên, 98m2,,,6.0,3.0,07/11/2022,Tin thường,batdongsan_so_com_vn_1670468880.7061129,2.0,
"6,3 tỷ VNĐ","Đường Huỳnh Thúc Kháng, Quận Hà Đông, Hà Nọi", 46m2,5.0,,4.0,4.0,07/11/2022,Tin thường,batdongsan_so_com_vn_1670468882.5941246,,
12 tỷ VNĐ,"Đường Hoàng Văn Thái, Khương Mai, Thanh Xuân", 70m2,5.0,6.0,4.0,4.0,07/11/2022,Tin thường,batdongsan_so_com_vn_1670468885.1130724,,
"3,18 tỷ VNĐ","Đường Chùa Bộc, Trung Liệt, Đống Đa", 39m2,,1.0,4.0,3.0,07/11/2022,Tin thường,batdongsan_so_com_vn_1670468887.7916317,3.0,
17 tỷ VNĐ,"Đường Nguyễn Ngọc Nại, Khương Mai, Thanh Xuân", 80m2,5.0,1.0,,,07/11/2022,Tin thường,batdongsan_so_com_vn_1670468890.180511,,
14 tỷ VNĐ,Duy Tân, 40m2,3.0,,4.0,,07/11/2022,Tin thường,batdongsan_so_com_vn_1670468894.968263,,
"6,8 tỷ VNĐ",Trung Văn, 37m2,3.0,,5.0,,07/11/2022,Tin thường,batdongsan_so_com_vn_1670468897.2248292,,
999 tỷ VNĐ,"Đường Duy Tân, Dịch Vọng Hậu, Cầu Giấy", 2000m2,50.0,30.0,22.0,100.0,07/11/2022,Tin thường,batdongsan_so_com_vn_1670468899.6959765,100.0,
"1,35 tỷ VNĐ","Đường , Tân Xã, Thạch Thất", 64m2,6.0,,,,07/11/2022,Tin thường,batdongsan_so_com_vn_1670468902.2713308,,
"2,85 tỷ VNĐ","Đường Phúc Lợi, Phường Phúc Lợi, Quận Long Biên, Hà Nội", 35m2,,,5.0,3.0,07/11/2022,Tin thường,batdongsan_so_com_vn_1670468904.353403,,
19 tỷ VNĐ,"Đường Trần Quang Diệu, Ô Chợ Dừa, Đống Đa", 60m2,6.0,6.0,6.0,4.0,07/11/2022,Tin thường,batdongsan_so_com_vn_1670468906.6632352,,
"4,7 tỷ VNĐ","Đường Quang Trung, quang trung, Hà Đông", 35m2,5.0,2.0,5.0,4.0,07/11/2022,Tin thường,batdongsan_so_com_vn_1670468908.6001318,3.0,
"6,9 tỷ VNĐ","Đường Trích Sài, Bưởi, Tây Hồ", 38m2,4.0,6.0,3.0,2.0,07/11/2022,Tin thường,batdongsan_so_com_vn_1670468910.5703661,2.0,
"7,1 tỷ VNĐ","Đường Nguyễn Trãi, Thượng Đình, Thanh Xuân", 131m2,,4.0,,2.0,07/11/2022,Tin thường,batdongsan_so_com_vn_1670468914.0728652,2.0,
"17,2 tỷ VNĐ","Đường Thụy Khuê, Thụy Khuê, Tây Hồ", 75m2,,1.0,5.0,,07/11/2022,Tin thường,batdongsan_so_com_vn_1670468916.671062,,
200 triệu VNĐ,"Đường Nguyễn Khang, Trung Hòa, Cầu Giấy", 250m2,10.0,,,,07/11/2022,Tin thường,batdongsan_so_com_vn_1670468918.7187345,,
,"Đường Tố Hữu, Dương Nội, Hà Đông", 90m2,3.0,5.0,1.0,3.0,07/11/2022,Tin thường,batdongsan_so_com_vn_1670468920.940658,2.0,
"5,7 tỷ VNĐ","Kim Chung, Hoài Đức ,Hà Nội", 46m2,4.0,8.0,5.0,8.0,07/11/2022,Tin thường,batdongsan_so_com_vn_1670468980.3864796,6.0, Tây
"10,45 tỷ VNĐ",Chiến Thắng - Hà Đông, 50m2,,,6.0,,07/11/2022,Tin thường,batdongsan_so_com_vn_1670468982.3483164,,
"2,65 tỷ VNĐ",Hà Trì - Hà Đông, 47m2,4.0,,,,07/11/2022,Tin thường,batdongsan_so_com_vn_1670468984.4017832,,
"11,8 tỷ VNĐ","Đường Nguyễn Văn Huyên, Nghĩa Tân, Cầu Giấy", 55m2,4.0,6.0,7.0,5.0,07/11/2022,Tin thường,batdongsan_so_com_vn_1670468986.3651044,5.0,
50 tỷ VNĐ,"Đường Xuân Diệu, Quảng An, Tây Hồ", 420m2,12.0,30.0,3.0,4.0,07/11/2022,Tin thường,batdongsan_so_com_vn_1670468988.753802,5.0,
2 tỷ VNĐ,"Đường Ngọc Thụy, Long Biên, Long Biên", 35m2,5.0,,,,07/11/2022,Tin thường,batdongsan_so_com_vn_1670468991.1818874,,
"5,5 tỷ VNĐ","Đường Láng Thượng, Láng Thượng, Đống Đa", 45m2,4.0,3.0,5.0,6.0,07/11/2022,Tin thường,batdongsan_so_com_vn_1670468993.5024767,,
13 tỷ VNĐ,"Đản Dị, Đông Anh", 53m2,,,4.0,5.0,07/11/2022,Tin thường,batdongsan_so_com_vn_1670468995.7973726,,
"3,4 tỷ VNĐ","Đường Ngọc Thụy, Ngọc Thụy, Long Biên", 45m2,4.0,3.0,2.0,2.0,07/11/2022,Tin thường,batdongsan_so_com_vn_1670468997.9331348,2.0,
777 triệu VNĐ,"Đường Võ Nguyên Giáp, Quang Tiến, Sóc Sơn", 42m2,4.0,,,,07/11/2022,Tin thường,batdongsan_so_com_vn_1670469000.0539098,,
706 tỷ VNĐ,"Đường Trần Hưng Đạo, Trần Hưng Đạo, Hoàn Kiếm", 830m2,20.0,30.0,1.0,30.0,07/11/2022,Tin thường,batdongsan_so_com_vn_1670469002.393345,30.0,
4 tỷ VNĐ,"Đường Quang Trung, Quang Trung, Hà Đông", 45m2,3.0,1.0,4.0,,07/11/2022,Tin thường,batdongsan_so_com_vn_1670469004.7862287,,
2 tỷ VNĐ,"Đường Số 84 võ thị sáu, Thanh Nhàn, Hai Bà Trưng", 65m2,,5.0,5.0,2.0,07/11/2022,Tin thường,batdongsan_so_com_vn_1670469007.245373,1.0,
116 tỷ VNĐ,"Đường Hàm Nghi, Cầu Diễn, Nam Từ Liêm", 286m2,21.0,30.0,3.0,7.0,07/11/2022,Tin thường,batdongsan_so_com_vn_1670469009.2217772,,
"3,65 tỷ VNĐ","Đường Phương Liệt, Phương Liệt, Thanh Xuân", 40m2,4.0,3.0,4.0,5.0,07/11/2022,Tin thường,batdongsan_so_com_vn_1670469011.0869148,,
5 tỷ VNĐ,"Đường Lê Quang Đạo, Mỹ Đình 1, Nam Từ Liêm", 80m2,4.0,3.0,4.0,5.0,07/11/2022,Tin thường,batdongsan_so_com_vn_1670469013.560581,5.0,
,"Đường Lê Trọng Tấn, Khương Mai, Thanh Xuân",,,6.0,5.0,3.0,07/11/2022,Tin thường,batdongsan_so_com_vn_1670469015.4876177,3.0,
21 tỷ VNĐ,"Đường Trần Vĩ, Mai Dịch, Cầu Giấy", 86m2,,1.0,8.0,,07/11/2022,Tin thường,batdongsan_so_com_vn_1670469017.657749,,
"11,25 tỷ VNĐ","Đường Tu Hoàng, Xuân Phương, Nam Từ Liêm", 80m2,6.0,5.0,6.0,5.0,07/11/2022,Tin thường,batdongsan_so_com_vn_1670469020.0688393,5.0,
39 tỷ VNĐ,"Đường Lạc Long Quân, Xuân La, Tây Hồ", 120m2,,1.0,4.0,2.0,07/11/2022,Tin thường,batdongsan_so_com_vn_1670469023.0414813,,
"9,5 tỷ VNĐ","Đường Tôn Thất Tùng, Khương Thượng, Đống Đa", 48m2,4.0,6.0,5.0,8.0,07/11/2022,Tin thường,batdongsan_so_com_vn_1670469085.3968458,5.0,
,"Chính chủ bán nhà Liền kề 5 tầng khu Dọc Bún 2, đường Tố Hữu, Hà Đông; 0983082419", 50m2,,,,,07/11/2022,Tin thường,batdongsan_so_com_vn_1670469087.5401897,,
"3,85 tỷ VNĐ","Đường Thanh Lân, Thanh Trì, Hoàng Mai", 37m2,4.0,3.0,5.0,3.0,07/11/2022,Tin thường,batdongsan_so_com_vn_1670469089.8658197,4.0,
"2,1 tỷ VNĐ",iec tứ hiệp thanh trì, 54m2,,,,,07/11/2022,Tin thường,batdongsan_so_com_vn_1670469092.5945191,,
6 tỷ VNĐ,Gốc Đề Minh Khai quận Hai Bà Trưng Hà Nội, 75m2,,,,,07/11/2022,Tin thường,batdongsan_so_com_vn_1670469095.139301,,
68 tỷ VNĐ,"Đường Nguyễn Hoàng, Mỹ Đình 1, Nam Từ Liêm", 255m2,12.0,30.0,2.0,2.0,07/11/2022,Tin thường,batdongsan_so_com_vn_1670469097.819044,2.0,
20 triệu VNĐ/m2,"Chính chủ bán mảnh đất thổ cư 68m2 thôn Đại Tảo, Đại Thành, Quốc Oai, 20tr/m2; 0335541272", 68m2,,,,,07/11/2022,Tin thường,batdongsan_so_com_vn_1670469099.764327,,
"3,8 tỷ VNĐ","Đường Minh Khai, Vĩnh Tuy, Hai Bà Trưng", 75m2,8.0,1.0,16.0,2.0,07/11/2022,Tin thường,batdongsan_so_com_vn_1670469102.9469757,2.0, Đông nam
"2,13 tỷ VNĐ","Đường Lương Thế Vinh, Mễ Trì, Nam Từ Liêm", 60m2,5.0,12.0,1.0,2.0,07/11/2022,Tin thường,batdongsan_so_com_vn_1670469104.840394,1.0,
"3,7 tỷ VNĐ",Số 55 Nguyễn Văn Giáp; quận Nam Từ Liêm; Hà Nội, 80m2,,,,2.0,07/11/2022,Tin thường,batdongsan_so_com_vn_1670469107.6905549,2.0, Tây nam
"2,5 tỷ VNĐ","Văn Điển, Thanh Trì", 40m2,,,,,07/11/2022,Tin thường,batdongsan_so_com_vn_1670469109.9383423,,
6 tỷ VNĐ,Gốc Đề phường Minh Khai Hai Bà Trưng Hà Nội, 75m2,,,,,07/11/2022,Tin thường,batdongsan_so_com_vn_1670469112.2823298,,
"2,5 tỷ VNĐ","Đường An Xá, Cống Vị, Ba Đình", 450m2,,1.0,10.0,,07/11/2022,Tin thường,batdongsan_so_com_vn_1670469114.2688925,,
"3,33 tỷ VNĐ","Đường Phúc Lợi, Phường Phúc Lợi, Quận Long Biên, Hà Nội", 33m2,3.0,,5.0,3.0,07/11/2022,Tin thường,batdongsan_so_com_vn_1670469116.7209074,,
"5,5 tỷ VNĐ","Đường Nguyễn Khang, Quan Hoa, Cầu Giấy", 35m2,4.0,3.0,6.0,5.0,07/11/2022,Tin thường,batdongsan_so_com_vn_1670469119.03794,,
,"Đường Khúc Thừa Dụ, Dịch Vọng, Cầu Giấy", 55m2,,1.0,5.0,5.0,07/11/2022,Tin thường,batdongsan_so_com_vn_1670469121.2483234,,
5 tỷ VNĐ,"Đường Thành Công, Thành Công, Ba Đình", 34m2,,5.0,4.0,2.0,07/11/2022,Tin thường,batdongsan_so_com_vn_1670469123.6578517,3.0,
"4,75 tỷ VNĐ","Đường Bồ Đề, Bồ Đề, Long Biên", 40m2,6.0,4.0,4.0,,07/11/2022,Tin thường,batdongsan_so_com_vn_1670469126.223395,,
4 tỷ VNĐ,"Đường Bồ Đề, Bồ Đề, Long Biên", 33m2,3.0,4.0,5.0,3.0,07/11/2022,Tin thường,batdongsan_so_com_vn_1670469128.5348508,4.0,
"3,65 tỷ VNĐ","Đường Hào Nam, Ô Chợ Dừa, Đống Đa", 30m2,8.0,2.0,5.0,3.0,07/11/2022,Tin thường,batdongsan_so_com_vn_1670469130.4832807,5.0,
"3,2 tỷ VNĐ",Lê Quang Đạo, 35m2,3.0,,,,07/11/2022,Tin thường,batdongsan_so_com_vn_1670469192.6371658,,
"3,8 tỷ VNĐ",Lê Quang Đạo, 36m2,5.0,5.0,4.0,3.0,07/11/2022,Tin thường,batdongsan_so_com_vn_1670469194.539622,3.0,
"3,05 tỷ VNĐ",Thụy Phương, 55m2,4.0,3.0,3.0,3.0,07/11/2022,Tin thường,batdongsan_so_com_vn_1670469197.985291,,
16 tỷ VNĐ,"Xuân Dục, Yên Thường", 151m2,6.0,,,,07/11/2022,Tin thường,batdongsan_so_com_vn_1670469200.8680687,,
"3,6 tỷ VNĐ","Đường Ngọc Thụy, Ngọc Thụy, Long Biên", 53m2,3.0,,,,07/11/2022,Tin thường,batdongsan_so_com_vn_1670469203.456615,,
"2,75 tỷ VNĐ","Đường Hồ Tùng Mậu, Cầu Diễn, Nam Từ Liêm", 32m2,4.0,3.0,4.0,3.0,07/11/2022,Tin thường,batdongsan_so_com_vn_1670469205.259023,1.0,
,"Đường Bằng Liệt, Hoàng Liệt, Hoàng Mai",,,2.0,5.0,4.0,07/11/2022,Tin thường,batdongsan_so_com_vn_1670469208.4464452,,
17 tỷ VNĐ,"Đường Quang Trung, Quang Trung, Hà Đông", 42m2,3.0,40.0,6.0,4.0,07/11/2022,Tin thường,batdongsan_so_com_vn_1670469210.8267918,4.0,
"3,05 tỷ VNĐ",Vĩnh Hưng Hoàng Mai Hà Nội, 46m2,4.0,,4.0,4.0,06/11/2022,Tin thường,batdongsan_so_com_vn_1670469213.292198,,
"3,2 tỷ VNĐ",Nam Dư Hoàng Mai Hà Nội, 30m2,,,5.0,3.0,06/11/2022,Tin thường,batdongsan_so_com_vn_1670469215.7015586,,
"1,75 tỷ VNĐ","Bình Vọng, Văn Bình", 65m2,,,,,06/11/2022,Tin thường,batdongsan_so_com_vn_1670469217.8002505,,
"2,05 tỷ VNĐ","Đường Phúc Lợi, Phường Phúc Lợi, Quận Long Biên, Hà Nội", 33m2,4.0,,,,06/11/2022,Tin thường,batdongsan_so_com_vn_1670469220.1049633,,
4 tỷ VNĐ,"Đường Bồ Đề, Bồ Đề, Long Biên", 35m2,5.0,3.0,5.0,3.0,06/11/2022,Tin thường,batdongsan_so_com_vn_1670469222.5847623,4.0,
14 tỷ VNĐ,Hoàng Quốc Việt, 80m2,5.0,40.0,5.0,6.0,06/11/2022,Tin thường,batdongsan_so_com_vn_1670469224.986697,8.0,
"2,7 tỷ VNĐ","Đường Phúc Lơi, Phường Phúc Lợi, Quận Long Biên, Hà Nội.", 37m2,,,3.0,3.0,06/11/2022,Tin thường,batdongsan_so_com_vn_1670469227.6008976,,
"5,555555 tỷ VNĐ","Đường Nguyễn Phúc Lai, Ô Chợ Dừa, Đống Đa", 40m2,3.0,9.0,4.0,3.0,06/11/2022,Tin thường,batdongsan_so_com_vn_1670469232.1071,3.0,
"1,98 tỷ VNĐ","Đường Huyền Kỳ, Phú Lãm, Hà Đông", 35m2,3.0,3.0,2.0,2.0,06/11/2022,Tin thường,batdongsan_so_com_vn_1670469234.4741197,1.0, Nam
"5,9 tỷ VNĐ","Đường Nguyễn Khang, Yên Hòa, Cầu Giấy", 45m2,4.0,4.0,5.0,6.0,06/11/2022,Tin thường,batdongsan_so_com_vn_1670469236.8580132,,
138 tỷ VNĐ,"Đường Hàng Than, Nguyễn Trung Trực, Ba Đình", 132m2,,30.0,11.0,40.0,06/11/2022,Tin thường,batdongsan_so_com_vn_1670469239.2103763,40.0,
158 tỷ VNĐ,Lý Nam Đế Hoàn Kiếm, 273m2,10.0,,9.0,,06/11/2022,Tin thường,batdongsan_so_com_vn_1670469243.5471127,9.0,
"2,85 tỷ VNĐ","Đường Phúc Lợi, Phường Phúc Lợi, Quận Long Biên, Hà Nội", 33m2,4.0,,5.0,3.0,06/11/2022,Tin thường,batdongsan_so_com_vn_1670469306.1220264,,
4 tỷ VNĐ,"Đường Phố Trạm, Long Biên, Long Biên", 56m2,5.0,4.0,5.0,4.0,06/11/2022,Tin thường,batdongsan_so_com_vn_1670469308.833462,5.0,
250 tỷ VNĐ,"Đường Mạc Thái Tông, Trung Hòa, Cầu Giấy", 254m2,,30.0,9.0,12.0,06/11/2022,Tin thường,batdongsan_so_com_vn_1670469311.51096,12.0,
5 tỷ VNĐ,Mễ Trì Thượng, 45m2,8.0,3.0,5.0,3.0,06/11/2022,Tin thường,batdongsan_so_com_vn_1670469314.2077503,4.0,
75 tỷ VNĐ,"Đường Lạc Long Quân, Bưởi, Tây Hồ", 280m2,13.0,1.0,1.0,1.0,06/11/2022,Tin thường,batdongsan_so_com_vn_1670469316.0690112,1.0,
8 tỷ VNĐ,Tây mỗ, 100m2,,,,,06/11/2022,Tin thường,batdongsan_so_com_vn_1670469318.1396759,,
"5,1 tỷ VNĐ","Đường Số 1, Vĩnh Tuy, Hai Bà Trưng", 90m2,9.0,2.0,1.0,2.0,06/11/2022,Tin thường,batdongsan_so_com_vn_1670469320.676405,2.0,
52 triệu VNĐ,"Đường Hòa Bình, Yên Nghĩa, Hà Đông", 53m2,,,,,06/11/2022,Tin thường,batdongsan_so_com_vn_1670469322.9396882,,
"13,8 tỷ VNĐ","Đường Doãn Kế Thiện, Mai Dịch, Cầu Giấy", 52m2,6.0,1.0,6.0,1.0,06/11/2022,Tin thường,batdongsan_so_com_vn_1670469325.3405852,1.0,
"2,85 tỷ VNĐ","Đường Phúc Lợi, Phường Phúc Lợi, Quận Long Biên, Hà Nội", 33m2,,,5.0,3.0,06/11/2022,Tin thường,batdongsan_so_com_vn_1670469327.1817183,,
"3,35 tỷ VNĐ",Phú Diễn, 48m2,5.0,3.0,4.0,6.0,06/11/2022,Tin thường,batdongsan_so_com_vn_1670469329.6414146,,
2 tỷ VNĐ,"Vân Nội, Vân Trì, Đông Anh", 58m2,5.0,,,,06/11/2022,Tin thường,batdongsan_so_com_vn_1670469331.9331748,,
,"Đường Trung Kính, Yên Hòa, Cầu Giấy", 68m2,,10.0,,2.0,06/11/2022,Tin thường,batdongsan_so_com_vn_1670469334.1777709,2.0,
12 tỷ VNĐ,"Đường Quang Trung, Quang Trung, Hà Đông", 72m2,4.0,25.0,4.0,4.0,06/11/2022,Tin thường,batdongsan_so_com_vn_1670469336.3893168,4.0,
105 tỷ VNĐ,"Đường Nguyễn Hoàng, Mỹ Đình 2, Nam Từ Liêm", 2450m2,60.0,1.0,19.0,,06/11/2022,Tin thường,batdongsan_so_com_vn_1670469338.7505422,,
"26,8 tỷ VNĐ","Đường Đường Cát Linh , Cát Linh, Đống Đa", 119m2,7.0,30.0,1.0,4.0,06/11/2022,Tin thường,batdongsan_so_com_vn_1670469340.8297875,3.0,
8 tỷ VNĐ,Hàm Nghi, 54m2,5.0,4.0,4.0,4.0,06/11/2022,Tin thường,batdongsan_so_com_vn_1670469343.1097443,,
"10,56 tỷ VNĐ","Đường Hoàng Quốc Việt, Nghĩa Đô, Cầu Giấy", 50m2,4.0,4.0,7.0,5.0,06/11/2022,Tin thường,batdongsan_so_com_vn_1670469345.5898874,5.0,
"5,7 tỷ VNĐ","Đường Phạm Văn Đồng, Mai Dịch, Cầu Giấy", 45m2,4.0,3.0,5.0,5.0,06/11/2022,Tin thường,batdongsan_so_com_vn_1670469347.9221697,,
"6,35 tỷ VNĐ","Đường 1, Ngọc Lâm, Long Biên", 43m2,3.0,2.0,5.0,6.0,06/11/2022,Tin thường,batdongsan_so_com_vn_1670469353.1200085,4.0,
"11,2 tỷ VNĐ","Đường Hoàng Quốc Việt, Nghĩa Đô, Cầu Giấy", 50m2,4.0,5.0,7.0,6.0,06/11/2022,Tin thường,batdongsan_so_com_vn_1670469412.8064175,6.0,
"4,5 tỷ VNĐ","Đường Hoàng Văn Thái, Khương Trung, Thanh Xuân", 44m2,3.0,1.0,,,06/11/2022,Tin thường,batdongsan_so_com_vn_1670469415.3558235,,
"4,1 tỷ VNĐ","Đường Nguyễn Cảnh Dị, Đại Kim, Hoàng Mai", 102m2,6.0,6.0,18.0,3.0,06/11/2022,Tin thường,batdongsan_so_com_vn_1670469417.4476829,2.0,
"3,9 tỷ VNĐ","Đường Nguyễn Khang, Yên Hòa, Cầu Giấy", 40m2,4.0,5.0,5.0,3.0,06/11/2022,Tin thường,batdongsan_so_com_vn_1670469419.9459817,4.0,
